gene.ID,geneID_UCSC,gene.name,chrom,strand,Tx.start,Tx.end,TSS
mm10-21055,"NM_026584,NM_001167922,NM_001167921",Gtf2e2,chr8,+,33731913,33777173,33731913
mm10-21056,NM_001206849,Smim18,chr8,-,33742111,33747770,33747770
mm10-21057,"NM_001042675,NM_019733,NM_001042674,NM_001286168",Rbpms,chr8,-,33782643,33929863,33929863
mm10-21058,"NM_001293758,NM_001293757,NM_011722,NM_001293759",Dctn6,chr8,-,34090420,34108712,34108712
mm10-21059,NM_001126314,Mboat4,chr8,+,34115029,34125185,34115029
mm10-21060,NM_026609,Leprotl1,chr8,-,34135571,34146739,34146739
mm10-21061,NM_026432,Saraf,chr8,+,34154562,34170847,34154562
mm10-21062,NR_105820,Mir6395,chr8,-,34166621,34166712,34166712
mm10-21063,NR_040706,B930018H19Rik,chr8,-,34589419,34640316,34640316
mm10-21064,NM_176933,Dusp4,chr8,+,34807609,34819894,34807609
mm10-21065,NM_175091,Tnks,chr8,-,34829178,34965690,34965690
mm10-21066,NM_177741,Ppp1r3b,chr8,+,35375740,35388137,35375740
mm10-21067,NM_026067,Eri1,chr8,-,35465264,35495533,35495533
mm10-21068,NR_040376,Gm16793,chr8,-,35582502,35589020,35589020
mm10-21069,NM_001081279,Mfhas1,chr8,+,35587797,35679449,35587797
mm10-21070,NM_027998,Cldn23,chr8,-,35824708,35826559,35826559
mm10-21071,NR_046181,5430403N17Rik,chr8,-,35864084,35882957,35882957
mm10-21072,NM_172911,D8Ertd82e,chr8,+,36094827,36147787,36094827
mm10-21073,NM_001081150,Lonrf1,chr8,-,36216063,36249516,36249516
mm10-21074,NM_176952,6430573F11Rik,chr8,+,36489190,36513013,36489190
mm10-21075,"NM_001194940,NM_015802,NM_001194941",Dlc1,chr8,-,36567738,36952442,36952442
mm10-21076,NR_126063,G630064G18Rik,chr8,-,36985572,37024238,37024238
mm10-21077,NM_001039220,AI429214,chr8,+,36993574,36995533,36993574
mm10-21078,NM_145841,Sgcz,chr8,-,37522553,38661508,38661508
mm10-21079,NR_029884,Mir383,chr8,-,38252132,38252202,38252202
mm10-21080,NM_030254,Tusc3,chr8,+,39005866,39130817,39005866
mm10-21081,NR_044988,Gm6213,chr8,+,39297979,39368268,39297979
mm10-21082,NR_035426,Mir669e,chr8,-,39467447,40227787,40227787
mm10-21083,"NM_001113326,NM_031195",Msr1,chr8,-,39581699,39642678,39642678
mm10-21084,NM_030610,Fgf20,chr8,-,40279165,40286953,40286953
mm10-21085,NR_106126,Mir7666,chr8,-,40307874,40307929,40307929
mm10-21086,NM_030110,Micu3,chr8,+,40308050,40386304,40308050
mm10-21087,NM_178395,Zdhhc2,chr8,+,40423814,40484842,40423814
mm10-21088,"NM_011135,NM_001271543,NM_001271542",Cnot7,chr8,-,40492537,40515847,40515847
mm10-21089,NM_033560,Vps37a,chr8,+,40511782,40551134,40511782
mm10-21090,NM_001040699,Mtmr7,chr8,-,40550158,40634792,40634792
mm10-21091,NM_010086,Adam24,chr8,+,40675076,40682199,40675076
mm10-21092,NM_011781,Adam25,chr8,+,40752207,40756187,40752207
mm10-21093,NM_001009548,Adam20,chr8,+,40793272,40797303,40793272
mm10-21094,NM_001025380,Adam39,chr8,+,40823008,40826861,40823008
mm10-21095,"NM_001044740,NM_007514",Slc7a2,chr8,+,40862366,40922070,40862366
mm10-21096,NM_026840,Pdgfrl,chr8,+,40926232,40990770,40926232
mm10-21097,"NM_001286413,NM_001005864,NM_001005863,NM_001005865",Mtus1,chr8,-,40990911,41133726,41133726
mm10-21098,NR_015457,B430010I23Rik,chr8,+,41017467,41024216,41017467
mm10-21099,NM_145594,Fgl1,chr8,-,41191433,41215156,41215156
mm10-21100,NM_023662,Pcm1,chr8,+,41239758,41334087,41239758
mm10-21101,NM_019734,Asah1,chr8,-,41340645,41374697,41374697
mm10-21102,NM_013522,Frg1,chr8,-,41397453,41417118,41417118
mm10-21103,NR_045497,2810404M03Rik,chr8,+,41827266,42046202,41827266
mm10-21104,NM_177742,Triml1,chr8,-,43129806,43141486,43141486
mm10-21105,NM_001160412,Triml2,chr8,+,43183121,43193884,43183121
mm10-21106,NM_009556,Zfp42,chr8,-,43295066,43307009,43307009
mm10-21107,NM_001009547,Adam26b,chr8,-,43519863,43528137,43528137
mm10-21108,NM_010085,Adam26a,chr8,-,43568275,43576707,43576707
mm10-21109,NM_001025240,Gm5346,chr8,-,43624974,43627185,43627185
mm10-21110,NM_145745,Adam34,chr8,-,43650308,43665560,43665560
mm10-21111,NM_001079931,Gm5347,chr8,-,43673657,43699491,43699491
mm10-21112,NM_001081286,Fat1,chr8,+,44950207,45052257,44950207
mm10-21113,NR_033588,AY512931,chr8,-,45060701,45065418,45065418
mm10-21114,NM_008639,Mtnr1a,chr8,+,45069209,45088506,45069209
mm10-21115,NR_040690,Gm6329,chr8,-,45160493,45165145,45165145
mm10-21116,NM_028066,F11,chr8,-,45241167,45262031,45262031
mm10-21117,NM_008455,Klkb1,chr8,-,45266687,45294835,45294835
mm10-21118,NM_133969,Cyp4v3,chr8,-,45305801,45333196,45333196
mm10-21119,NM_153535,Fam149a,chr8,-,45336714,45382291,45382291
mm10-21120,NM_126166,Tlr3,chr8,-,45395664,45410539,45410539
mm10-21121,"NM_001205219,NM_172752,NM_001310707,NM_001310708",Sorbs2,chr8,+,45507787,45827906,45507787
mm10-21122,NR_045739,Sorbs2os,chr8,-,45723324,45819297,45819297
mm10-21123,NM_016798,Pdlim3,chr8,+,45885484,45919546,45885484
mm10-21124,NM_001033246,Ccdc110,chr8,+,45934648,45944145,45934648
mm10-21125,NM_001033148,1700029J07Rik,chr8,-,45953605,45975252,45975252
mm10-21126,NM_138668,Ufsp2,chr8,+,45975527,45996956,45975527
mm10-21127,NM_001039562,Ankrd37,chr8,-,45996907,45999850,45999850
mm10-21128,NM_026278,Lrp2bp,chr8,+,46010601,46029476,46010601
mm10-21129,NM_207213,Snx25,chr8,-,46033260,46124146,46124146
mm10-21130,NM_025747,Cfap97,chr8,+,46169555,46195590,46169555
mm10-21131,NM_007450,Slc25a4,chr8,-,46207340,46211009,46211009
mm10-21132,NM_173789,Helt,chr8,-,46292047,46294671,46294671
mm10-21133,"NM_007981,NM_001302163",Acsl1,chr8,+,46471036,46536051,46471036
mm10-21134,NM_027973,Cenpu,chr8,+,46552068,46579584,46552068
mm10-21135,NM_001001184,Primpol,chr8,-,46575593,46617200,46617200
mm10-21136,"NM_001284409,NM_009810",Casp3,chr8,+,46617290,46639698,46617290
mm10-21137,NR_045750,Gm16675,chr8,-,46730969,46739515,46739515
mm10-21138,NM_008391,Irf2,chr8,+,46739744,46847458,46739744
mm10-21139,NM_177304,Enpp6,chr8,+,46986886,47096761,46986886
mm10-21140,"NM_001114311,NM_001286376,NM_175162",Stox2,chr8,-,47180047,47352348,47352348
mm10-21141,NM_177240,Trappc11,chr8,-,47490127,47533470,47533470
mm10-21142,NM_203507,Rwdd4a,chr8,+,47533644,47552837,47533644
mm10-21143,NM_023503,Ing2,chr8,-,47667177,47675159,47675159
mm10-21144,NM_172407,Cdkn2aip,chr8,-,47709343,47713931,47713931
mm10-21145,NM_001111318,Cldn24,chr8,+,47822142,47822805,47822142
mm10-21146,NM_029383,Cldn22,chr8,+,47824481,47825475,47824481
mm10-21147,NM_133791,Wwc2,chr8,-,47827605,47990551,47990551
mm10-21148,"NR_027759,NM_178788,NM_001161516,NM_001161515",Dctd,chr8,+,48099091,48141667,48099091
mm10-21149,"NM_011857,NM_001145937",Tenm3,chr8,-,48225664,48674690,48674690
mm10-21150,NR_046067,Gm2516,chr8,+,50368111,50416089,50368111
mm10-21151,"NM_001205054,NM_001005847",Aga,chr8,+,53511701,53523422,53511701
mm10-21152,NM_146208,Neil3,chr8,-,53586866,53639065,53639065
mm10-21153,NM_009506,Vegfc,chr8,+,54077531,54186454,54077531
mm10-21154,NM_029701,Spcs3,chr8,-,54520432,54529998,54529998
mm10-21155,NM_029569,Asb5,chr8,+,54550330,54587836,54550330
mm10-21156,NM_133711,Spata4,chr8,+,54600780,54610098,54600780
mm10-21157,"NM_001172152,NM_028220",Wdr17,chr8,-,54629615,54724368,54724368
mm10-21158,"NM_001253756,NM_153581,NM_001253754",Gpm6a,chr8,+,54779433,55060878,54779433
mm10-21159,NM_175939,Adam29,chr8,-,55870911,55906964,55906964
mm10-21160,NM_080438,Glra3,chr8,+,55940824,56125352,55940824
mm10-21161,NM_008278,Hpgd,chr8,+,56294551,56321046,56294551
mm10-21162,NR_131020,4930518J21Rik,chr8,-,56465621,56484968,56484968
mm10-21163,NM_001009951,Cep44,chr8,-,56531521,56550566,56550566
mm10-21164,NM_015791,Fbxo8,chr8,+,56551133,56593939,56551133
mm10-21165,NR_110474,LOC102636514,chr8,-,57304413,57320859,57320859
mm10-21166,NM_010402,Hand2,chr8,+,57320982,57324517,57320982
mm10-21167,NR_131041,5033428I22Rik,chr8,+,57332434,57354580,57332434
mm10-21168,NM_009136,Scrg1,chr8,+,57455922,57477585,57455922
mm10-21169,NM_021788,Sap30,chr8,-,57482701,57487860,57487860
mm10-21170,"NR_126556,NR_126555,NR_126553",2500002B13Rik,chr8,+,57487962,57510262,57487962
mm10-21171,NM_008252,Hmgb2,chr8,+,57511842,57515999,57511842
mm10-21172,"NM_001167981,NM_144731",Galnt7,chr8,-,57523824,57653055,57653055
mm10-21173,NR_040698,AW046200,chr8,+,57651752,57663430,57651752
mm10-21174,NM_175032,Galntl6,chr8,-,57774051,58911627,58911627
mm10-21175,NM_001177534,Gm15881,chr8,-,58698848,58700796,58700796
mm10-21176,NM_173411,BC030500,chr8,+,58911754,58914298,58911754
mm10-21177,NR_126087,4930470O06Rik,chr8,+,59825648,59844721,59825648
mm10-21178,NM_011834,Aadat,chr8,+,60506123,60545677,60506123
mm10-21179,"NM_001293769,NM_001177881,NM_027756,NM_001177882",Mfap3l,chr8,+,60632824,60676731,60632824
mm10-21180,NM_028299,Hpf1,chr8,+,60890450,60907572,60890450
mm10-21181,"NM_007711,NM_173876,NM_173874,NM_173873",Clcn3,chr8,-,60910388,60983311,60983311
mm10-21182,"NM_001293639,NM_001293637,NM_001293638,NM_175089",Nek1,chr8,+,60993192,61131346,60993192
mm10-21183,NM_021506,Sh3rf1,chr8,+,61224170,61396072,61224170
mm10-21184,NR_045475,1700001D01Rik,chr8,-,61281521,61288872,61288872
mm10-21185,NM_145595,Cbr4,chr8,+,61487733,61503500,61487733
mm10-21186,"NM_001293774,NM_001293773,NM_001293772,NM_001081390",Palld,chr8,-,61511428,61902694,61902694
mm10-21187,NM_001293783,Ddx60,chr8,+,61928086,62037701,61928086
mm10-21188,"NM_011922,NM_001136089",Anxa10,chr8,-,62057041,62123193,62123193
mm10-21189,"NM_023689,NM_001252621,NM_001252620",Spock3,chr8,+,62951231,63357096,62951231
mm10-21190,NM_001195687,Sgol2b,chr8,-,63924693,63952170,63952170
mm10-21191,NM_009390,Tll1,chr8,-,64014769,64205993,64205993
mm10-21192,NR_030491,Mir710,chr8,-,64514331,64514441,64514441
mm10-21193,NM_013494,Cpe,chr8,-,64592550,64693109,64693109
mm10-21194,NM_025436,Msmo1,chr8,-,64718144,64733578,64733578
mm10-21195,NM_178633,Klhl2,chr8,-,64739674,64849924,64849924
mm10-21196,"NM_001163747,NM_028427",Tmem192,chr8,+,64947184,64969037,64947184
mm10-21197,NM_001033429,Trim75,chr8,-,64981650,64987644,64987644
mm10-21198,NM_153097,Trim60,chr8,-,64998447,65018688,65018688
mm10-21199,"NM_001177551,NM_153110",Trim61,chr8,-,65012975,65018688,65018688
mm10-21200,NM_001297554,Apela,chr8,-,65028416,65037336,65037336
mm10-21201,NR_033217,BC030870,chr8,-,65085614,65129537,65129537
mm10-21202,"NM_001166375,NM_175188,NM_001166372,NM_001293784",March1,chr8,+,65618039,66471637,65618039
mm10-21203,NM_025465,Tma16,chr8,-,66476345,66486507,66486507
mm10-21204,"NM_028927,NM_001271574",Tktl2,chr8,+,66511739,66519199,66511739
mm10-21205,NM_016708,Npy5r,chr8,-,66679964,66688094,66688094
mm10-21206,NM_010934,Npy1r,chr8,+,66697421,66706798,66697421
mm10-21207,NM_001163564,Naf1,chr8,+,66860216,66890564,66860216
mm10-21208,NM_008673,Nat1,chr8,+,67490757,67492103,67490757
mm10-21209,"NM_010874,NM_001168577",Nat2,chr8,+,67494874,67502578,67494874
mm10-21210,NM_008674,Nat3,chr8,+,67523853,67548627,67523853
mm10-21211,"NM_177698,NM_027626,NM_030263",Psd3,chr8,-,67689081,67974574,67974574
mm10-21212,NM_028182,Sh2d4a,chr8,+,68276527,68347704,68276527
mm10-21213,"NM_001252623,NM_172753",Csgalnact1,chr8,-,68356780,68735146,68735146
mm10-21214,"NR_038189,NR_038181",1700125H03Rik,chr8,+,68368458,68375710,68368458
mm10-21215,"NM_027590,NM_001293792,NM_001293791",Ints10,chr8,+,68793928,68829410,68793928
mm10-21216,NM_008509,Lpl,chr8,+,68880554,68906932,68880554
mm10-21217,NM_153054,Slc18a1,chr8,-,69037707,69089222,69089222
mm10-21218,NM_007509,Atp6v1b2,chr8,+,69088735,69113717,69088735
mm10-21219,NM_199364,Lzts1,chr8,-,69135502,69140953,69140953
mm10-21220,NM_001013379,Zfp930,chr8,+,69209045,69230539,69209045
mm10-21221,NM_172491,D130040H23Rik,chr8,+,69271079,69303375,69271079
mm10-21222,"NR_038043,NR_038044",Gm10033,chr8,-,69371024,69395544,69395544
mm10-21223,"NM_001045553,NM_172754",Zfp868,chr8,-,69610653,69625548,69625548
mm10-21224,NM_001177527,Zfp964,chr8,+,69654555,69664453,69654555
mm10-21225,"NM_001039967,NM_001039965,NM_181274",Zfp869,chr8,-,69705136,69716902,69716902
mm10-21226,NM_001200023,Zfp963,chr8,-,69741638,69749962,69749962
mm10-21227,NM_177899,Zfp866,chr8,-,69761323,69774911,69774911
mm10-21228,NM_133224,Atp13a1,chr8,+,69791162,69807748,69791162
mm10-21229,NM_198101,Gmip,chr8,+,69808686,69821870,69808686
mm10-21230,NM_020028,Lpar2,chr8,+,69822564,69831102,69822564
mm10-21231,NM_001024954,Pbx4,chr8,+,69832703,69872292,69832703
mm10-21232,NM_026818,Cilp2,chr8,-,69880365,69887392,69887392
mm10-21233,NM_023312,Ndufa13,chr8,-,69894181,69902558,69902558
mm10-21234,NM_032004,Tssk6,chr8,+,69902183,69903518,69902183
mm10-21235,"NM_001113346,NM_001286450,NM_145596",Gatad2a,chr8,-,69907068,69996384,69996384
mm10-21236,"NM_028993,NM_001167939",Mau2,chr8,-,70016122,70042734,70042734
mm10-21237,NM_027481,Sugp1,chr8,+,70042812,70071953,70042812
mm10-21238,"NM_181540,NM_001293795",Tm6sf2,chr8,+,70072923,70080066,70072923
mm10-21239,NM_177900,Hapln4,chr8,+,70083528,70090862,70083528
mm10-21240,NM_007789,Ncan,chr8,-,70093084,70120844,70120844
mm10-21241,NR_106033,Mir7066,chr8,-,70102523,70102586,70102586
mm10-21242,"NM_011266,NM_001025589",Rfxank,chr8,-,70130805,70139197,70139197
mm10-21243,"NM_001025587,NM_001025586,NR_104434",Nr2c2ap,chr8,+,70131326,70133751,70131326
mm10-21244,"NM_001145552,NM_001309841,NM_001309645,NR_132133,NR_132132,NR_132131",Borcs8,chr8,+,70139498,70148634,70139498
mm10-21245,NM_001310055,2310045n01rik-mef2b,chr8,+,70139498,70167488,70139498
mm10-21246,NM_001045484,Mef2b,chr8,+,70152760,70167488,70152760
mm10-21247,"NR_122028,NM_001293797,NM_145597",Tmem161a,chr8,+,70172407,70183681,70172407
mm10-21248,NM_001007570,Slc25a42,chr8,-,70184339,70212281,70212281
mm10-21249,NM_133972,Armc6,chr8,-,70220192,70234422,70234422
mm10-21250,"NM_001168290,NM_172755",Sugp2,chr8,+,70234225,70263105,70234225
mm10-21251,"NM_001146153,NM_011984",Homer3,chr8,+,70282998,70294361,70282998
mm10-21252,NM_001024922,Ddx49,chr8,-,70292865,70302452,70302452
mm10-21253,NM_021538,Cope,chr8,+,70302784,70312990,70302784
mm10-21254,"NM_001163282,NM_008107",Gdf1,chr8,+,70315774,70331592,70315774
mm10-21255,NM_138647,Cers1,chr8,+,70315774,70331588,70315774
mm10-21256,"NM_001122829,NM_030680",Upf1,chr8,-,70331493,70353279,70353279
mm10-21257,NM_016685,Comp,chr8,+,70373547,70382066,70373547
mm10-21258,NM_001004062,Crtc1,chr8,-,70382357,70439573,70439573
mm10-21259,"NM_178771,NM_001122830",Klhl26,chr8,-,70450227,70476943,70476943
mm10-21260,NM_182991,Tmem59l,chr8,-,70483866,70487358,70487358
mm10-21261,NM_018827,Crlf1,chr8,+,70493130,70504081,70493130
mm10-21262,NM_025577,2810428I15Rik,chr8,-,70504295,70506739,70506739
mm10-21263,NM_019883,Uba52,chr8,-,70508265,70510367,70510367
mm10-21264,NM_029366,Kxd1,chr8,-,70513395,70523180,70523180
mm10-21265,"NM_001111066,NM_001199631,NM_010223",Fkbp8,chr8,+,70527742,70535328,70527742
mm10-21266,NM_007924,Ell,chr8,+,70539674,70592858,70539674
mm10-21267,NM_023627,Isyna1,chr8,+,70594480,70597290,70594480
mm10-21268,NM_133772,Ssbp4,chr8,-,70597489,70608314,70608314
mm10-21269,NM_153074,Lrrc25,chr8,+,70616843,70620850,70616843
mm10-21270,"NM_011819,NM_001330687",Gdf15,chr8,-,70629392,70632456,70632456
mm10-21271,NM_023217,Pgpep1,chr8,-,70646435,70659738,70659738
mm10-21272,NM_015816,Lsm4,chr8,+,70673230,70678752,70673230
mm10-21273,"NM_001286944,NM_010592",Jund,chr8,+,70697738,70700616,70697738
mm10-21274,NM_001195253,Gm3336,chr8,+,70718542,70722635,70718542
mm10-21275,"NM_201607,NM_001310465",Pde4c,chr8,+,70724063,70751176,70724063
mm10-21276,"NM_001166399,NM_009001,NM_001328047",Rab3a,chr8,+,70754678,70758686,70754678
mm10-21277,NM_183170,Mpv17l2,chr8,-,70758648,70760921,70760921
mm10-21278,NM_023065,Ifi30,chr8,-,70762772,70766663,70766663
mm10-21279,NM_008841,Pik3r2,chr8,-,70768175,70776712,70776712
mm10-21280,NR_029440,2010320M18Rik,chr8,+,70776861,70777606,70776861
mm10-21281,NM_199308,Mast3,chr8,-,70778116,70792433,70792433
mm10-21282,NR_106099,Mir7240,chr8,+,70798134,70798192,70798134
mm10-21283,NM_008353,Il12rb1,chr8,+,70808448,70821423,70808448
mm10-21284,NM_027560,Arrdc2,chr8,-,70835137,70839720,70839720
mm10-21285,NM_032397,Kcnn1,chr8,-,70842048,70857008,70857008
mm10-21286,NM_026964,Ccdc124,chr8,-,70868226,70873490,70873490
mm10-21287,NM_053248,Slc5a5,chr8,-,70882888,70892757,70892757
mm10-21288,NM_029751,Rpl18a,chr8,-,70894721,70897443,70897443
mm10-21289,NR_106034,Mir7067,chr8,-,70895507,70895570,70895570
mm10-21290,NR_002901,Snora68,chr8,-,70895758,70895856,70895856
mm10-21291,NM_173013,Map1s,chr8,+,70905973,70917529,70905973
mm10-21292,NR_035495,Mir1969,chr8,+,70925524,70925618,70925524
mm10-21293,NR_045487,1700026F02Rik,chr8,-,71006727,71026755,71026755
mm10-21294,NM_001324526,Gm7827,chr8,+,71140368,71171456,71140368
mm10-21295,NR_131056,Gm38415,chr8,-,71166043,71206948,71206948
mm10-21296,"NM_029621,NM_001163042",Haus8,chr8,-,71251123,71272590,71272590
mm10-21297,"NM_001142322,NM_015742,NM_001142323",Myo9b,chr8,+,71272713,71360712,71272713
mm10-21298,"NM_025917,NM_001145780",Use1,chr8,+,71366847,71369732,71366847
mm10-21299,"NM_029865,NR_122030,NM_001293800",Ocel1,chr8,+,71371297,71373689,71371297
mm10-21300,NM_010150,Nr2f6,chr8,-,71374118,71381952,71381952
mm10-21301,NM_181418,Ushbp1,chr8,-,71384273,71395801,71395801
mm10-21302,NM_026636,Babam1,chr8,+,71396854,71404772,71396854
mm10-21303,"NM_172756,NM_001310502",Ankle1,chr8,+,71406011,71410542,71406011
mm10-21304,NM_022419,Abhd8,chr8,-,71456699,71463657,71463657
mm10-21305,NM_053162,Mrpl34,chr8,+,71464925,71465753,71464925
mm10-21306,"NR_122115,NR_122114,NM_025600,NM_001294258,NM_001294259",Dda1,chr8,+,71469193,71476097,71469193
mm10-21307,NM_001164679,Ano8,chr8,-,71476018,71486067,71486067
mm10-21308,NM_032544,Gtpbp3,chr8,+,71488102,71493400,71488102
mm10-21309,NM_032398,Plvap,chr8,-,71497752,71511769,71511769
mm10-21310,NM_198095,Bst2,chr8,-,71534261,71537437,71537437
mm10-21311,NM_028617,Mvb12a,chr8,+,71542929,71548026,71542929
mm10-21312,NM_001100462,Tmem221,chr8,-,71554302,71558871,71558871
mm10-21313,NM_145598,Nxnl1,chr8,-,71560554,71566649,71566649
mm10-21314,NM_011977,Slc27a1,chr8,+,71568926,71586708,71568926
mm10-21315,"NM_025396,NM_001294269",Pgls,chr8,+,71592183,71596267,71592183
mm10-21316,NM_001166213,Fam129c,chr8,+,71597645,71608149,71597645
mm10-21317,NM_146211,Colgalt1,chr8,+,71611023,71624911,71611023
mm10-21318,NM_001029873,Unc13a,chr8,-,71626711,71671757,71671757
mm10-21319,NR_106035,Mir6769b,chr8,-,71631046,71631106,71631106
mm10-21320,"NM_010589,NM_001190830",Jak3,chr8,+,71676382,71690577,71676382
mm10-21321,NM_013564,Insl3,chr8,+,71689251,71690577,71689251
mm10-21322,NM_028189,B3gnt3,chr8,-,71691719,71701800,71701800
mm10-21323,"NM_028715,NR_028267,NR_131256",Fcho1,chr8,-,71708386,71725681,71725681
mm10-21324,NM_145624,Zfp709,chr8,+,71882067,71892565,71882067
mm10-21325,NM_001166645,Zfp882,chr8,+,71908605,71918851,71908605
mm10-21326,NM_133358,Zfp617,chr8,+,71922824,71934630,71922824
mm10-21327,NM_001164581,Zfp961,chr8,+,71951065,71970333,71951065
mm10-21328,NM_024444,Cyp4f18,chr8,-,71988481,72009626,72009626
mm10-21329,NM_207555,Olfr372,chr8,+,72057659,72058675,72057659
mm10-21330,NM_146539,Olfr373,chr8,+,72099761,72100706,72099761
mm10-21331,NM_146338,Olfr374,chr8,+,72107039,72110509,72107039
mm10-21332,NM_001001491,Tpm4,chr8,+,72135291,72153129,72135291
mm10-21333,NM_023126,Rab8a,chr8,+,72161199,72181366,72161199
mm10-21334,NM_197944,Hsh2d,chr8,+,72189667,72200958,72189667
mm10-21335,NM_001080812,Cib3,chr8,-,72204334,72212837,72212837
mm10-21336,NM_026455,Fam32a,chr8,+,72219729,72223775,72219729
mm10-21337,NM_007456,Ap1m1,chr8,+,72240017,72257386,72240017
mm10-21338,NM_008452,Klf2,chr8,+,72319061,72321654,72319061
mm10-21339,"NM_001122832,NM_007944,NM_001289859",Eps15l1,chr8,-,72340995,72421474,72421474
mm10-21340,"NM_028500,NM_029782",Calr3,chr8,-,72424182,72443778,72443778
mm10-21341,NM_028170,1700030K09Rik,chr8,+,72443879,72460541,72443879
mm10-21342,NM_138585,Cherp,chr8,-,72460482,72475233,72475233
mm10-21343,NR_106036,Mir7068,chr8,-,72470015,72470089,72470089
mm10-21344,NM_177766,Slc35e1,chr8,-,72477994,72492614,72492614
mm10-21345,NM_027485,Med26,chr8,-,72494558,72548310,72548310
mm10-21346,NM_172396,Smim7,chr8,-,72565197,72571048,72571048
mm10-21347,NM_144534,Tmem38a,chr8,+,72572102,72587284,72572102
mm10-21348,NM_176940,Nwd1,chr8,+,72646710,72714748,72646710
mm10-21349,"NM_009188,NM_001113248",Sin3b,chr8,+,72723269,72758203,72723269
mm10-21350,NM_007975,F2rl3,chr8,+,72761658,72763898,72761658
mm10-21351,"NM_010687,NM_001317391",Large1,chr8,-,72814597,73353540,73353540
mm10-21352,NR_039551,Mir28b,chr8,+,73016511,73016591,73016511
mm10-21353,"NM_027837,NM_001294278",Isx,chr8,+,74873173,74893506,74873173
mm10-21354,"NM_001316753,NM_178017,NM_001316754",Hmgxb4,chr8,+,74993649,75031978,74993649
mm10-21355,"NM_011622,NM_001136259",Tom1,chr8,+,75033685,75070121,75033685
mm10-21356,NM_010442,Hmox1,chr8,+,75093617,75100593,75093617
mm10-21357,"NM_008566,NM_001302540",Mcm5,chr8,+,75109508,75128439,75109508
mm10-21358,NM_029182,Rasd2,chr8,+,75213943,75224113,75213943
mm10-21359,"NM_027944,NM_001164235",1700007B14Rik,chr8,+,75448693,75984507,75448693
mm10-21360,NR_028579,Gm10649,chr8,-,76749086,76900173,76900173
mm10-21361,NM_001083906,Nr3c2,chr8,+,76902507,77243639,76902507
mm10-21362,NM_030113,Arhgap10,chr8,-,77250365,77517907,77517907
mm10-21363,NR_028125,0610038B21Rik,chr8,+,77517055,77518578,77517055
mm10-21364,NM_001081240,Prmt9,chr8,+,77549396,77581338,77549396
mm10-21365,NM_145599,Tmem184c,chr8,-,77595977,77610653,77610653
mm10-21366,NR_045467,1700092C02Rik,chr8,+,77624171,77628956,77624171
mm10-21367,NM_010332,Ednra,chr8,-,77663028,77724452,77724452
mm10-21368,NM_183096,Ttc29,chr8,+,78213341,78394326,78213341
mm10-21369,NM_138944,Pou4f2,chr8,-,78433008,78436652,78436652
mm10-21370,"NM_009033,NM_001252089",Rbmxl1,chr8,-,78505268,78508928,78508928
mm10-21371,"NR_104094,NM_001282108,NM_029736,NM_001282109,NM_001009981",Slc10a7,chr8,+,78509327,78734012,78509327
mm10-21372,"NM_001191004,NM_030145",Lsm6,chr8,-,78804867,78821152,78821152
mm10-21373,"NM_001294279,NM_178267",Zfp827,chr8,+,79028436,79193766,79028436
mm10-21374,NM_026315,1700011L22Rik,chr8,-,79210429,79248583,79248583
mm10-21375,NM_133823,Mmaa,chr8,-,79266423,79294956,79294956
mm10-21376,"NR_045823,NR_045822",Gm4890,chr8,+,79295077,79307774,79295077
mm10-21377,NM_008539,Smad1,chr8,-,79338397,79399468,79399468
mm10-21378,"NM_001256033,NM_001081164",Otud4,chr8,+,79639675,79677755,79639675
mm10-21379,NM_015751,Abce1,chr8,-,79683441,79711740,79711740
mm10-21380,NM_026904,Anapc10,chr8,+,79711819,79777321,79711819
mm10-21381,NM_020259,Hhip,chr8,-,79965850,80058008,80058008
mm10-21382,NM_010369,Gypa,chr8,+,80494044,80510785,80494044
mm10-21383,NM_001167898,Frem3,chr8,+,80611038,80695557,80611038
mm10-21384,NM_053124,Smarca5,chr8,-,80699942,80739459,80739459
mm10-21385,"NM_021356,NM_001301298",Gab1,chr8,-,80764430,80880519,80880519
mm10-21386,NM_027554,Usp38,chr8,-,80980732,81014906,81014906
mm10-21387,"NM_001297593,NM_001297591,NM_001297596,NM_001024617",Inpp4b,chr8,+,81342561,82127917,81342561
mm10-21388,"NM_001254747,NM_008357",Il15,chr8,-,82331623,82402586,82402586
mm10-21389,NM_145600,Zfp330,chr8,-,82763619,82774126,82774126
mm10-21390,NM_177378,Rnf150,chr8,+,82863355,83091271,82863355
mm10-21391,"NM_027758,NM_001111304",Tbc1d9,chr8,+,83165351,83272940,83165351
mm10-21392,NM_009463,Ucp1,chr8,+,83290347,83298456,83290347
mm10-21393,"NM_178736,NM_001170691",Elmod2,chr8,-,83312631,83332486,83332486
mm10-21394,NM_026233,Mgat4d,chr8,+,83348471,83379402,83348471
mm10-21395,"NM_001329627,NM_001329680,NM_009904",Clgn,chr8,+,83389841,83428552,83389841
mm10-21396,"NM_001039137,NM_019708,NM_001285992",Scoc,chr8,-,83434491,83458396,83458396
mm10-21397,NM_146270,Olfr370,chr8,+,83541092,83542188,83541092
mm10-21398,NM_025843,Ndufb7,chr8,+,83566757,83571623,83566757
mm10-21399,"NM_134118,NM_027179",Tecr,chr8,-,83571697,83594491,83594491
