tSNE1	tSNE2	cluster	cell_id
-20.1	-3.18	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC05743_N03
-2.84	-1.61	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC05766_N02
8.15	-3.5	Mono-1	Exp100-Sample7.all_Tn5-GCGAAT_BC05804_N04
2.1	-17.59	HSPC-ery	Exp100-Sample7.all_Tn5-GCGAAT_BC05807_N02
-17.81	8.5	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC05810_N03
-5.16	1.79	CD8	Exp100-Sample7.all_Tn5-GCGAAT_BC05880_N01
5.96	4.68	B	Exp100-Sample7.all_Tn5-GCGAAT_BC05881_N05
21.15	2.98	proB	Exp100-Sample7.all_Tn5-GCGAAT_BC05957_N02
-11.03	-26.05	pDC	Exp100-Sample7.all_Tn5-GCGAAT_BC05967_N03
-8.44	-3.76	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC05968_N01
-8.37	-25.26	pDC	Exp100-Sample7.all_Tn5-GCGAAT_BC06009_N03
15.18	12.12	preB	Exp100-Sample7.all_Tn5-GCGAAT_BC06028_N02
-8.69	-24.42	pDC	Exp100-Sample7.all_Tn5-GCGAAT_BC06136_N03
-22.22	-6.25	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06180_N02
-17.14	-13.31	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06243_N02
-2.59	6.49	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06345_N02
-16.61	-8.18	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06350_N02
-10.57	-10.54	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06355_N02
-14.26	4.67	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06375_N02
11.13	-2.34	Mono-1	Exp100-Sample7.all_Tn5-GCGAAT_BC06472_N02
-19.75	10.97	CD8	Exp100-Sample7.all_Tn5-GCGAAT_BC06528_N03
-10.46	-24.1	pDC	Exp100-Sample7.all_Tn5-GCGAAT_BC06632_N04
-4.48	-0.99	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06654_N04
13.74	-7.95	Mono-1	Exp100-Sample7.all_Tn5-GCGAAT_BC06688_N03
-6.37	-14.71	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06712_N03
-5.91	-12.67	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06882_N02
11.91	-4.69	Mono-1	Exp100-Sample7.all_Tn5-GCGAAT_BC06888_N02
-4	-5.77	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC06943_N04
-7.57	-14.32	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07065_N02
-5.37	0.93	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07070_N03
-9.43	-13.45	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07175_N03
-6.86	-15.41	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07217_N03
-4.74	6.51	CD8	Exp100-Sample7.all_Tn5-GCGAAT_BC07269_N04
-12.15	-8.64	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07281_N02
-19.72	-12.06	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07364_N03
1.53	18.76	NK	Exp100-Sample7.all_Tn5-GCGAAT_BC07418_N03
-25.12	-9.03	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07478_N03
-23.46	-1.88	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07609_N03
-25.93	-7.78	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07652_N03
0.99	24.15	NK	Exp100-Sample7.all_Tn5-GCGAAT_BC07663_N02
-18.9	-10.02	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07689_N04
0.79	-27.63	HSPC	Exp100-Sample7.all_Tn5-GCGAAT_BC07739_N04
-22.46	-10.77	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07809_N02
-18	-17.78	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07819_N04
-9.1	-11.14	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07843_N04
-6.79	0.31	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC07858_N02
-14.55	15.77	CD8	Exp100-Sample7.all_Tn5-GCGAAT_BC07890_N03
-25.62	-8.45	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC08256_N02
-14.94	-11.77	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC08388_N04
-12	-10.5	CD4	Exp100-Sample7.all_Tn5-GCGAAT_BC08426_N04
13.9	14.28	preB	Exp100-Sample7.all_Tn5-GCGAAT_BC08520_N05
-16.89	9.93	CD8	Exp100-Sample7.all_Tn5-GCGAAT_BC08700_N04
-0.98	28.79	NK	Exp100-Sample7.all_Tn5-GCGAAT_BC08709_N05
-4.67	25.06	NK	Exp100-Sample7.all_Tn5-GCGAAT_BC09312_N05
18.92	5.79	proB	Exp100-Sample7.all_Tn5-GCGCGG_BC05083_N02
11.06	4.97	preB	Exp100-Sample7.all_Tn5-GCGCGG_BC07265_N02
24.52	5.34	proB	Exp100-Sample7.all_Tn5-GCGCGG_BC07641_N02
21.13	-0.73	CLP	Exp100-Sample7.all_Tn5-GCTCCC_BC00855_N01
20.64	-12.71	Mono-1	Exp100-Sample7.all_Tn5-GCTCCC_BC02991_N01
1.13	-27.74	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC04476_N02
2.13	-16.65	HSPC-ery	Exp100-Sample7.all_Tn5-GCTCCC_BC04571_N02
1.06	-24.58	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC04861_N02
14.75	-17.97	Mono-2	Exp100-Sample7.all_Tn5-GCTCCC_BC04911_N03
-10.82	-24.29	pDC	Exp100-Sample7.all_Tn5-GCTCCC_BC04999_N01
6.35	16.37	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC05003_N01
16.7	15.48	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC05173_N01
-4.59	-23.57	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC05454_N02
13.05	-22.24	Mono-2	Exp100-Sample7.all_Tn5-GCTCCC_BC05482_N03
-1.98	17.29	NK	Exp100-Sample7.all_Tn5-GCTCCC_BC05530_N01
-1.93	-27.82	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC05730_N03
-1.59	-25.75	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC05784_N02
17.23	12.66	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC06049_N01
-15.54	12.3	CD4	Exp100-Sample7.all_Tn5-GCTCCC_BC06271_N02
13.37	17.95	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC06462_N02
27.01	-11.96	Ery-early	Exp100-Sample7.all_Tn5-GCTCCC_BC06634_N03
-1.54	28.15	NK	Exp100-Sample7.all_Tn5-GCTCCC_BC06735_N02
-10.08	23.62	NK	Exp100-Sample7.all_Tn5-GCTCCC_BC06938_N02
-6.96	3.47	CD8	Exp100-Sample7.all_Tn5-GCTCCC_BC07014_N02
2.07	-22.06	HSPC	Exp100-Sample7.all_Tn5-GCTCCC_BC07238_N03
19.64	7.29	proB	Exp100-Sample7.all_Tn5-GCTCCC_BC07260_N02
17.6	14.89	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC07310_N02
-6.54	-24.29	pDC	Exp100-Sample7.all_Tn5-GCTCCC_BC07676_N02
-9.36	7.89	CD8	Exp100-Sample7.all_Tn5-GCTCCC_BC07701_N02
6.48	10.52	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC07757_N04
9.14	-22.42	Mono-2	Exp100-Sample7.all_Tn5-GCTCCC_BC07760_N04
-13.52	-14.23	CD4	Exp100-Sample7.all_Tn5-GCTCCC_BC07818_N03
18.15	16.25	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC07950_N02
-1.73	-12.28	CD4	Exp100-Sample7.all_Tn5-GCTCCC_BC08000_N02
-4.43	-22.85	proB	Exp100-Sample7.all_Tn5-GCTCCC_BC08167_N03
17.73	14.46	preB	Exp100-Sample7.all_Tn5-GCTCCC_BC08329_N02
28.95	-2.04	Ery-early	Exp100-Sample7.all_Tn5-GCTCCC_BC08371_N04
-17.17	17.54	CD8	Exp100-Sample7.all_Tn5-GCTGAG_BC04627_N01
-9.86	-24.34	pDC	Exp100-Sample7.all_Tn5-GCTGAG_BC04973_N01
-6.56	-23.88	pDC	Exp100-Sample7.all_Tn5-GCTGAG_BC05620_N01
11.65	14.19	preB	Exp100-Sample7.all_Tn5-GCTGAG_BC05723_N02
21.42	7.16	proB	Exp100-Sample7.all_Tn5-GCTGAG_BC05948_N02
7.45	-12.76	Mono-2	Exp100-Sample7.all_Tn5-GCTGAG_BC06901_N02
6.17	-13.43	Mono-2	Exp100-Sample7.all_Tn5-GCTGAG_BC06908_N02
-8.86	18.03	CD8	Exp100-Sample7.all_Tn5-GCTGAG_BC07190_N03
22.06	1.01	CLP	Exp100-Sample7.all_Tn5-GCTGAG_BC07262_N03
4.38	-21.94	HSPC	Exp100-Sample7.all_Tn5-GCTGAG_BC07544_N02
18.39	15.42	preB	Exp100-Sample7.all_Tn5-GCTGAG_BC07705_N02
8.01	-22.51	Mono-2	Exp100-Sample7.all_Tn5-GCTGAG_BC07927_N03
3.14	-23.58	HSPC	Exp100-Sample7.all_Tn5-GCTGAG_BC08224_N03
20.79	-13.54	Mono-2	Exp100-Sample7.all_Tn5-GCTGAG_BC08261_N03
29.33	-7.3	Ery-early	Exp100-Sample7.all_Tn5-GCTGAG_BC08502_N03
10.96	-22.75	Mono-2	Exp100-Sample7.all_Tn5-GCTGAG_BC08680_N04
22.31	5.13	proB	Exp100-Sample7.all_Tn5-GCTTGT_BC00175_N02
-3.52	-22.26	HSPC	Exp100-Sample7.all_Tn5-GCTTGT_BC00658_N01
15.94	-19.41	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC00694_N02
13.87	16.93	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC00721_N01
12.81	18.84	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC00756_N01
-9.53	15.99	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC00921_N01
-21.29	-11.08	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC00952_N01
11.07	-18.4	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC00973_N03
-9.25	9.96	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC01023_N02
22.92	2.85	proB	Exp100-Sample7.all_Tn5-GCTTGT_BC01121_N03
-8.53	16.32	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC01199_N02
10.33	-7.01	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC01265_N01
11.31	-20.9	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC01270_N03
-16.61	12.14	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC01349_N02
8.93	15.8	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC01451_N02
-0.25	-25.5	HSPC	Exp100-Sample7.all_Tn5-GCTTGT_BC01525_N02
0.21	-28.8	HSPC	Exp100-Sample7.all_Tn5-GCTTGT_BC01529_N02
15.86	16.7	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC01534_N01
-8.52	-25.95	pDC	Exp100-Sample7.all_Tn5-GCTTGT_BC01605_N02
15.13	19.76	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC01673_N02
15.64	-15.13	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC01691_N03
2.98	-25.19	HSPC	Exp100-Sample7.all_Tn5-GCTTGT_BC01725_N02
-7.19	-3.12	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC01796_N01
9.73	-21.57	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC01855_N02
-11.98	15.5	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC01942_N04
-5.39	22.68	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC02006_N01
28.23	-4.03	Ery-early	Exp100-Sample7.all_Tn5-GCTTGT_BC02028_N03
-5.66	26.83	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC02138_N02
13.93	4.72	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC02198_N02
18.13	-15.94	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC02349_N02
-26	-0.32	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02370_N03
19.59	10.15	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC02513_N03
-9.87	-11.85	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02516_N02
-6.3	21.41	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC02576_N01
-10.59	-2.71	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02606_N02
-8.55	-6.99	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02612_N03
-4.99	26.46	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC02619_N01
-10.79	-1	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02643_N02
16.37	-4.21	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC02689_N01
-10.9	16.74	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC02704_N01
-21.15	-2.26	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC02710_N02
-10.75	15.71	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC02820_N02
-12.72	19.06	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC02847_N03
-0.23	23.42	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03016_N02
5.9	-12.72	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC03038_N03
-3.69	-14.61	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03059_N02
5.38	-21.52	HSPC	Exp100-Sample7.all_Tn5-GCTTGT_BC03151_N03
-4.51	21.03	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03161_N02
-14.1	-17.55	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03240_N02
10.86	12.28	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC03260_N02
-10.16	0.98	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03267_N02
6.52	11.18	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC03299_N02
16.14	-8.96	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC03391_N02
-17.98	-14.41	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03405_N02
13.84	9.1	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC03434_N02
-4.13	21.68	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03439_N02
-3.57	21.93	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03459_N03
-15.13	0.82	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03519_N01
-3	14.12	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC03538_N03
19.02	-13.04	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC03587_N02
-18.35	-5.22	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03599_N02
-20.8	-4.36	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03760_N02
-15.76	3.4	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03773_N03
-4.29	23.23	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03799_N03
-0.08	17.49	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03810_N02
9.01	-17.57	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC03815_N05
-14.37	-13.71	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03833_N02
7.43	4.93	B	Exp100-Sample7.all_Tn5-GCTTGT_BC03855_N03
-5.65	24.33	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC03857_N02
-18.62	-1.72	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03877_N02
-11.84	15.82	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC03907_N03
11.82	13.19	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC03911_N03
-23.86	-9.32	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03925_N03
15.58	-3.76	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC03961_N02
-16.82	2.44	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC03976_N01
-11.01	-25.64	pDC	Exp100-Sample7.all_Tn5-GCTTGT_BC04023_N03
-21.36	-11.11	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04116_N02
-7.74	24.23	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC04285_N03
-2.97	2.91	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC04294_N01
-2.5	18.97	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC04387_N03
-24.85	5.05	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04402_N03
-24.82	-5.62	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04407_N02
-4.78	14.77	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC04423_N03
13.53	-5.91	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC04431_N02
10.39	3.88	B	Exp100-Sample7.all_Tn5-GCTTGT_BC04440_N01
-8.59	2.8	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04581_N02
-12.31	-7.73	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04583_N02
16	12.29	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC04718_N03
6.25	9.89	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC04863_N03
-15.82	6.78	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC04930_N04
16.62	-12.41	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC05135_N02
-11.21	16.27	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC05193_N02
-9.13	5.88	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC05229_N03
-10.06	1.09	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC05250_N03
-7.84	23.45	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05266_N03
-4.75	26.51	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05294_N03
-5.89	26.67	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05347_N03
7.17	17.39	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC05371_N03
8.05	-3.48	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC05374_N03
0.91	22.15	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05399_N04
-11.12	11.28	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC05425_N04
-6.32	29.1	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05559_N03
-14.67	-14.66	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05633_N02
9.18	9.14	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC05763_N05
-5.78	-3.47	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05809_N02
-21.45	-4.61	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05812_N04
-21.89	7.26	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05825_N03
-13.04	-1.28	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05839_N02
-2.56	-6.99	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05955_N04
-19.08	-4.18	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC05956_N02
-12.94	13.97	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC05986_N03
0.95	24.97	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC05990_N03
-10.18	-9.87	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC06000_N04
-7.16	2.22	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC06062_N03
-7.58	0.26	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC06164_N02
-16.01	15.69	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC06608_N03
12.36	-2.19	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC06645_N02
11.04	-2.59	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC06783_N05
-18.7	1.65	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC06824_N04
-6.86	-11.88	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC06963_N03
-9.61	-9.07	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC07110_N04
11.26	-1.93	Mono-1	Exp100-Sample7.all_Tn5-GCTTGT_BC07192_N03
-1.76	23.33	NK	Exp100-Sample7.all_Tn5-GCTTGT_BC07196_N05
-21.17	-4.74	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC07391_N04
-18.78	15.33	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC07569_N03
-1.21	11.63	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC07771_N03
-13.02	-16.48	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC07943_N03
13.52	-15.48	Mono-2	Exp100-Sample7.all_Tn5-GCTTGT_BC07970_N02
-4.76	4.22	CD4	Exp100-Sample7.all_Tn5-GCTTGT_BC08123_N03
11.64	6.88	preB	Exp100-Sample7.all_Tn5-GCTTGT_BC08526_N04
-11.99	20.84	CD8	Exp100-Sample7.all_Tn5-GCTTGT_BC08895_N05
21.98	2.68	proB	Exp100-Sample7.all_Tn5-GGCCAT_BC00147_N02
22.86	6.06	proB	Exp100-Sample7.all_Tn5-GGCCAT_BC01358_N03
6.35	-19.76	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC01665_N01
2.35	-23.81	HSPC	Exp100-Sample7.all_Tn5-GGCCAT_BC01975_N02
29.44	-1.36	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC02058_N02
-2.05	-27.47	HSPC	Exp100-Sample7.all_Tn5-GGCCAT_BC02461_N01
-5.17	28.9	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC02484_N01
-3.69	28.51	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC02697_N01
18.3	-17	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC02713_N02
19.34	-13.55	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC02809_N02
-19.51	-0.46	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC02911_N01
30.27	-1.14	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC03114_N01
15.05	17.23	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC03410_N01
-13.52	-13.23	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC03469_N01
-2.39	27.55	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC03702_N01
-14.66	-7.53	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC03898_N01
19.59	-12.2	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC03956_N02
-14.34	18.31	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC03997_N01
29.25	-5.81	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC04010_N02
13.93	-3.49	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC04044_N01
13.85	-21.11	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC04287_N02
11.27	18.21	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC04299_N02
-14.53	17.83	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC04311_N03
-16.41	-18.4	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC04384_N01
14.14	-3.01	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC04457_N03
-13.42	12.3	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC04461_N01
8.43	-20.86	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC04519_N03
-20.08	-0.09	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC04546_N02
-0.49	23.95	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC04649_N02
14.98	-10.65	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC04651_N03
15.74	-15.92	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC04756_N02
7.01	3.64	B	Exp100-Sample7.all_Tn5-GGCCAT_BC04777_N04
11.17	-8.31	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC04794_N02
17.13	-11.9	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC04810_N02
-15.6	17.79	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC04850_N02
-21.28	-4.54	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC04853_N01
28.09	-7.02	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC04879_N03
-3.93	29.81	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC04902_N01
14.87	14.03	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC04914_N03
1.46	-25.31	HSPC	Exp100-Sample7.all_Tn5-GGCCAT_BC04949_N01
-3.28	-27.55	HSPC	Exp100-Sample7.all_Tn5-GGCCAT_BC04993_N02
12.27	-13.91	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC05010_N03
-2.84	27.09	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC05026_N01
-10.52	-14.23	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC05136_N02
27.27	-12.4	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC05191_N03
7.06	-11.71	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC05306_N02
1.2	28.04	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC05356_N01
7.28	-5.84	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC05538_N02
14.57	19.44	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC05545_N03
-4.41	7.41	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC05644_N02
-27.88	0.64	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC05673_N01
-17.49	6.41	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC05695_N02
4.4	-12.84	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC05745_N04
-16.33	11.26	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC05787_N01
-24.98	7.5	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC05926_N03
-9.02	21.8	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC05965_N02
5.37	11.73	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC06005_N02
-13.16	7.81	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC06024_N03
16.58	-18.62	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC06034_N02
-4.13	23.87	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC06053_N02
16.1	-3.42	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC06078_N03
-18.77	11.03	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC06083_N03
-6.62	-9.76	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06099_N02
-20.44	3.83	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06175_N03
-9.82	-24.94	pDC	Exp100-Sample7.all_Tn5-GGCCAT_BC06178_N05
-23.11	-6.7	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06287_N02
-5.85	23.23	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC06386_N03
-17.92	-9.7	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06524_N02
-15.21	-6.91	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06591_N04
-0.46	-11.13	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06626_N02
